letra,duração,exibições 
"[['Eu procurei em outros corpos encontrar você', 'Eu procurei um bom motivo pra não, pra não falar', 'Procurei me manter afastado', 'Mas você me conhece eu faço tudo errado, tudo errado'], ['Fim de semana, eu sei lá, vou viajar', 'Vou me embalar, vou dar uma festa', 'Eu vou tocar um puteiro', 'Eu vou te esquecer, nem que for'], ['Só por uma noite', 'Só por uma noite', 'Só por uma noite', 'Só por uma noite'], ['Mas só de ouvir a sua voz', 'Eu já me sinto bem', 'Mas se é difícil pra você tudo bem', 'Muita gente se diverte com o que tem'], ['Só de ouvir a sua voz', 'Eu já me sinto bem', 'Mas se é difícil pra você tudo bem', 'Quando a gente se diverte com o que tem'], ['Se diverte com o que tem', 'Só por uma noite'], ['Eu procurei em outros olhos enxergar você', 'Eu procurei um bom motivo pra não, pra não estar lá', 'Eu procurei me manter afastado', 'Mas você me conhece eu faço tudo errado, tudo errado'], ['Fim de semana, eu sei lá vou viajar', 'Vou me embalar, vou dar uma festa', 'Eu vou tocar um puteiro', 'Eu vou te esquecer, nem que for'], ['Só por uma noite', 'Só por uma noite', 'Só por uma noite', 'Só por uma noite'], ['Mas só de ouvir a sua voz', 'Já me sinto bem', 'Mas se é difícil pra você tudo bem', 'Muita gente se diverte com o que tem'], ['Só de ouvir a sua voz', 'Eu já me sinto bem', 'Mas se é difícil pra você tudo bem', 'Quando a gente se diverte com o que tem'], ['Se diverte com o que tem', 'Só por uma noite']]",280,1973362
"[['I love my mini ramp', 'Stay away from my mini ramp', 'Stay way from my mini ramp'], ['I love you baby', 'I love you so much', ""I think one day I'm gonna touch you"", ""I'm not a part of the world"", ""That you're living it"", ""You're just a part of"", 'What you gave to yourself', ""What's the matter whit me"", ""What's the matter whit me"", ""Don't you like, I can see your noni "", ""Don't you like the way?"", 'Why am I stay away?', ""Let's shake all the parts"", 'That you have in your home']]",136,44324
"[['Eu sou aquele cara que você descartou', 'Aquele braço forte que você não confiou', 'Aquele mortal que você sempre ignorou', 'E que você nunca, nunca vai conseguir', 'Superar'], ['Cria de rua sagaz', 'Não se deixa controlar', 'Arredio', 'Pronto pra voar', 'Quem é real sabe o que faz e pode até te ensinar'], ['Incapaz de se importar com alguém', 'Um cara que você ignorou e desfez', 'Incapaz de se importar com alguém', 'Um cara que você ignorou e desfez'], ['Matou a bola da vez', 'Matou a bola da vez', 'Matou a bola da vez'], ['Eu sou aquele vento que a tua tenda derrubou', 'Aquela droga forte que você tomou e pirou', 'Aquele portal que você nunca atravessou', 'E que você nunca, nunca vai conseguir', 'Superar'], ['Cria de rua sagaz', 'Não se deixa controlar', 'Arredio', 'Pronto pra voar', 'Quem é real sabe o que faz e pode até te ensinar'], ['Incapaz de se importar com alguém', 'Um cara que você ignorou e desfez', 'Incapaz de se importar com alguém', 'Um cara que você ignorou e desfez'], ['Matou a bola da vez', 'Matou a bola da vez', 'Matou a bola da vez'], ['Bocas Ordinárias', 'Charlie Brown', 'Guerrilha!']]",256,102860
"[['No circuito da noite mauricios e patricias', 'Seguidores da onda iludidos da vida', 'Eu estava cansado procurei uma saída', 'Porque a noite não muda, ela só se recicla', 'Ser punk não é isso, é muito mais que isso,', 'Ser punk é ter atitude, quem é punk sabe disso,', 'O rap não é viajem o rap é compromisso', 'Se liga na missão', 'Porque se não fica esquisito'], ['Se for fazer uma coisa então faça com vontade', 'Seja você não fure os olhos da verdade', 'Se for fazer uma coisa tenha personalidade', 'Seja você não fure os olhos da verdade'], ['Personalidade, não, não fique em cima do muro,', 'Quem não conhece o passado não entende o futuro,', 'Não entende o futuro, tipo assim out side,', 'Tipo assim meio pop, eu to cagando pra essa porra de ibope,', 'Sou quem eu sou, não sou como você quer que eu seja,', 'Assim eu sou como eu sou,', ""Viva o rock n' roll viva o rock n' roll, viva o rock n' roll""], ['Se for fazer uma coisa então faça com vontade', 'Seja você não fure os olhos da verdade', 'Se for fazer uma coisa tenha personalidade', 'Seja você não fure os olhos da verdade']]",167,130433
"[['I wanna to say something', 'You disappear'], ['Te vi de tarde e não conseguir', 'Chegar em você depois de tudo que eu vi', 'Estou bem melhor por ter feito o que eu fiz', 'Sim, foi o que eu quis fazer'], ['Corri atrás pra ver tudo o que eu vi', 'Estou bem melhor por ter feito o que eu fiz', 'E da vitória o gosto eu senti', 'Sim, foi o que eu quis fazer'], ['Mas se você ficou pra trás', 'Não tenho culpa eu batalhei', 'Minha vida mudou', 'Mas o fato de eu ter mudado', 'Minha vida não mudou quem eu sou'], ['Se o que mais me satisfaz', 'É ser quem eu sou', 'Se você ficou pra trás', 'Eu sou quem eu sou'], ['E se o ditado é pra frente seguir', 'Mas se você prefere se iludir', 'E os seus erros nunca assumir', 'Sim, faça o que quer fazer'], ['Mas se o disfarce é o caminho a seguir', 'E se seu orgulho um dia te trair', 'Mas se você prefere não me ouvir', 'Sim, faça o que quer fazer'], ['Mas se você ficou pra trás', 'Não tenho culpa eu batalhei', 'Minha vida mudou', 'Mas o fato de eu ter mudado', 'Minha vida não mudou que eu sou'], ['Se o que mais me satisfaz', 'É ser quem eu sou', 'Se você ficou pra trás', 'Eu sou quem eu sou']]",200,164085
"[['Eu mergulhei fundo, tomei de tudo pra tentar chegar', 'Ao fim de um poço de um mundo sujo', 'Que só me impõe princípios, objetos, valores falidos', 'Princípio, objetos de valores falidos'], ['Manipulam pessoas, colecionam inimigos', 'Demorei a enxergar por conta das respostas', 'Que eu não tinha naquela hora', 'Mas se eu pudesse enxergar há muito tempo', 'Eu já estaria na boa como estou', 'Como estou agora', 'Como estou agora...'], ['As flores são bonitas em qualquer lugar do mundo', 'Muita gente tem forma mas não tem conteúdo', 'Eu não sou alienado, eu não vivo esse absurdo', 'Eu conheço o fim da linha, eu renasci no submundo', 'Quando eu jogo, eu jogo mesmo', 'Quando eu ganho, eu ganho muito'], ['Demorei a enxergar por conta das respostas', 'Que eu não tinha naquela hora mas', 'Se eu tivesse enxergado há muito tempo', 'Eu já estaria na boa como estou', 'Como estou agora', 'Como estou agora...'], ['O tempo todo a vida mostra', 'Como quero estar feliz,', 'Como devo estar feliz', 'Como devo estar feliz...']]",152,100015
"[['Oh! Charlie Brown Junior, disco 5', 'Somos poucos, mas somos muito loucos', 'Skateboard na veia, vira boys on the house, santos!'], ['Escuta-me condons o que me vai então fazer nesses pontos?', 'Somos a verdadeira nação, tudo irmão andar na linha', 'Seguindo o que tá além frente a frente tâmo fazendo a mobilização', 'Tâmo onde estão os manos pensamentos insanos milhas e minas e manos', 'Estava abandonado por estar no poder e ou por tentar se divertir', 'Não sou como aquele mano que te julga', 'Nem tão pouco quanto aquele que se julga', 'Que não se segura que não se situa', 'Que não pode ver neguin se dando bem que já fica com zóIão de lula', 'Quanta cultura um tiro não cura acabou a loucura ficou a fissura e daê', 'Proibidão adiantou, família! Base, é nós, tá ligado já é, Santos!'], ['Charlie Brown!', 'Pra mim uma rima louca é tipo pá aprendizado', 'Que muda todo o quadro e deixa os mano ligado', 'Que a vida cobra muito sério', 'Você não vai fugir', 'Não pode se esconder e não deve se iludir', 'Toca na ferida tipo rap nacional', 'Como fez o Mano Brown, revolução mental'], ['O barato vai batendo no estéreo do meu carro', 'Quando tá rolando rap, eu só escuto, eu não falo', 'Eu sou um cara branco, eu admiro a negritude', 'Nikimba, sabotagem, nego aplique então, tarobinha, Rapin´n Hood', 'O que vale é a atitude, atitude é o que não falta', 'Aê... Sujô, são eles!', '(Você se lembra)', 'Não é escolta'], ['Hoje eu só procuro a minha paz', 'Hoje eu só procuro a minha paz', 'O porta-voz tem que te informar', 'O porta-voz tem que te acrescentar', 'Se não vacilou, vacilou, vacilou, vacilou', 'Porque qualquer laia, não dá não'], ['Me diga no raga muffin vamos fala a verdade', 'Me diga no raga muffin vamos então fala a verdade', 'Chorão e Champignon, mas que responsabilidade', 'Pelado na batera e Marcão na guitarra', 'Deixa nego na poeira', 'Deixa nego na saudade, na saudade'], ['Autoridade vem, invade sem critério nenhum', 'Som na sirene, cheiro da morte', 'Derrubaram mais um', 'Na frente do filho eles quebraram o pai', 'O zé povinho fardado, vem, entra, mata e sai', 'Sem ter julgado', 'Corrompido, alienado revoltado, fracassado', 'Vai pintando esse quadro', 'O quadro do filme da sua vida', 'O quadro de vidas e vidas da maioria esquecida', 'Decorrente do descaso e da corrupção', 'Moleque cresceu, não tinha emprego, então virou ladrão', 'Menor bolado por aí tem de montão', 'Morre um, nasce um monte com a maior disposição', 'Sua própria vida lhe ensinou', 'A caminhar com as próprias pernas', 'Resta agora você se livrar do mal', 'Que te corrói, te destrói'], ['Hoje eu só procuro a minha paz', 'Hoje eu só procuro a minha paz', 'O porta-voz tem que te informar', 'O porta-voz tem que te acrescentar', 'Se não vacilou, vacilou, vacilou, vacilou', 'Porque qualquer laia, não dá não'], ['Me diga no raga muffin vamos fala a verdade', 'Me diga no raga muffin vamos então fala a verdade', 'Chorão e Champignon mas que responsabilidade', 'Pelado na batera e Marcão na guita', 'Deixa nego na poeira', 'Deixa nego na saudade, na saudade'], ['Os exterminadores do futuro somos quase todos nós', 'Quase todos nós', 'O motivo da glória, muitas vezes é o motivo da guerra', 'Porque o gosto da vitória é saber lidar com a espera', 'Qual será a solução, se já não se sabe nem qual é o problema?', 'Qual é que é teu problema, qual é que é teu problema mané?', 'Qual é que é teu problema, qual é que é teu problema mané?', 'Quem tem boca fala o que quer, mas não pode ser mané', 'Já é!']]",331,215050
"[['Tudo estava num momento bom', 'Eu só pensava em me divertir', 'Tudo estava num momento bom', 'Mas começaram a me seguir', 'Dez horas com o gosto amargo', 'Com o punhal no meu coração', 'Os olhos dela são da cor do mar', 'Mas são gelados como a solidão'], ['Fui eu quem consumiu ela até o fim', 'Fui eu quem amava ela tanto assim'], ['O poço da loucura é muito fundo', 'O jardim da insanidade cabe eu, você e todo mundo', 'Quando você não mais servir, eles vão te esquecer', 'Mais ai ganha quem sabe perder'], ['Tudo estava num momento bom', 'Eu só pensava em me divertir', 'Tudo estava num momento bom', 'Mas começaram a me seguir'], ['Dez horas com o gosto amargo', 'Com o punhal no meu coração', 'Os olhos dela são da cor do mar', 'Mas são gelados como a solidão'], ['Fui eu quem amava ela tanto assim', 'Fui eu quem consumiu ela até o fim'], ['Sem neurose, cada um sabe o dom', 'E o dom e o tamanho da dose', 'Não tenho explicações a fazer', 'Quem sabe de mim sou eu', 'Quem sabe de você, é você', 'Quem for de ficar vai ficar', 'E quem for de correr, vai correr'], ['Você não pode se fechar para o mundo', 'Por medo de se machucar', 'Se não você se machuca por não viver', 'Viva todo dia, viva devagar', 'Ande pelo submundo, mas saiba voltar', 'Viva pela vida, viva pra mudar', 'Viva pelo mundo, o valor só ali está'], ['Fui eu quem consumiu ela até o fim', 'Fui eu quem matou ela no jardim', 'Sem medo do preço que tenho que pagar', 'Sem medo de eu ter me tornado um alvo', 'No fim da colheita, sim, eu serei salvo'], ['Hoje eu só procuro a minha paz'], ['Uma alma sem sonho se torna objeto do incerto', 'Hoje eu só caminho pelo certo'], ['Fui eu quem amava ela tanto assim', 'Quem consumiu ela até o fim'], ['Hoje eu só procuro a minha paz', 'Paz', 'Paz']]",304,101519
"[['Todo medicamento deve ser mantido fora do alcançe das crianças', 'Venda somente sob prescrição médica', 'No caso do medicamento ter sido ingerido em doses elevadas', 'O tratamento deve ser imediatamente suspenso'], ['Somos poucos mas somos loucos', 'Ninguém segura o visionario, o bicho solto', 'Um ser humano nunca é igual ao outro', 'Mas um guerreiro é que salva o outro'], ['Um vai e vem, um entra e sai, sobe outro desce', 'Num perfeito entendimento que provoca incitamento', 'Em ritmo frenético de bombeamento', 'O movimento é o que te faz evoluir e não cair no esquecimento', 'É que te faz evoluir e não cair no esquecimento'], ['Eu já fui um ser inutil e bem desagradável', 'Mas eu fiz da minha vida uma história notável'], ['Seu porra do caralho eu tô falando com você', 'Porque um louco quando quer faz a terra tremer', 'Eu sinto que o mundo e as pessoas não confiam em mim', 'Eles fazer cara feia quando olham pra mim'], ['Metabólicos da dipirona passam para o leite materno', 'Lesões multiplas, infecções respiratórioas crônicas', 'Circulação debilitada asssociada ao impacto', 'Afim de previnir disturbios em pessoas idosas e sensíveis', 'Charlie Brown não deve ser consumido por pessoas simpáticas']]",166,45554
"[['Charlie Brown', 'Malabarizando', '""A música é uma viagem longa, sem volta""'], ['Meu nome é Chorão eu sou linha de frente, mas esqueço do mundo quando ando de skate.', 'De vez em quando eu vou pro baile que é pra sola gastar', 'Eu trabalho pra caralho mais nasci pra vadiar.'], ['Oloco!', 'Charlie Brown Disco 7, é muita história heim?', 'Muita coisa pra fazer, quem é de fé continua com a gente', 'Vem comigo então!'], ['Atitude a gente tem', 'Sim, sorte a gente tem também', 'De um jeito ou de outro pode crer que elas vem', 'Mas não só pra um rolé, pra muito mais que isso', 'O que elas querem é ""aquilo"" e você tá ligado disso!'], ['No meio disso tudo eu não te iludo e não me iludo', 'A pouco tempo atrás eu era um pobre vagabundo', 'Andava pela rua sem nenhum trocado', 'Ia a pé pra todo lado, maltrapilho e mal tratado', 'Maltrapilho e mal tratado, falido e mal cuidado mas', 'Quem vai abrir pra mim as portas da Babilônia?', 'Yeah!'], ['Meu estilo de vida que liberta a minha mente', 'Completamente louco mas um louco consciente', 'Eu vivo a vida, é assim que se faz', 'Um passo além leva sempre a algo mais'], ['Eu nasci pobre mas não nasci otário', 'Eu é que não caio no conto do vigário', 'Tenho fé em Deus pra resolver qualquer parada', 'Chega com respeito na minha quebrada'], ['Tira a mão deixa entrar, tá com a gente!', 'Se tiver do meu lado, pode crer que é boa gente!']]",24,48532
"[['Atitude, a gente tem', 'Sorte, a gente tem também', 'De um jeito ou de outro, pode crer que elas vêm', 'Mas não só pra um rolé, pra muito mais que isso', 'O que elas querem é aquilo e você tá ligado disso'], ['Vem, vem com tudo', 'Me leva pro seu mundo', 'Toda patricinha adora um vagabundo', 'Se fui pobre, não me lembro, se fui rico, me roubaram', 'Meu esporte predileto é o mesmo do Romário'], ['Não tão complicado demais, mas nem tão simples assim', 'Não tão complicado demais, mas nem tão simples assim'], ['Minha vida é tipo um filme de Spike Lee', 'Verdadeiro, complicado, mal humorado e violento', 'Você é bonito, e eu sou feio', 'Sua mãe te ama, mas eu te odeio'], ['Quem tem boca fala o que quer, só não pode ser mané', 'Coração de vagabundo bate na sola do pé', 'Zica tem de monte, zoião dá até em penca', 'Eu tomo banho de banheira com champanhe e água benta'], ['Não tão complicado demais, mas nem tão simples assim', 'Não tão complicado demais, mas nem tão simples assim'], ['Você é bonito', 'E eu sou feio', 'Sua mãe te ama', 'Mas eu te odeio'], ['Eu vim de skate, sou guerreiro do asfalto', 'Quem fecha comigo, joga a mão pro alto', 'Eu vim de skate, sou guerreiro do asfalto', 'Quem fecha comigo, joga a mão pro alto, bem alto'], ['Não tão complicado demais, mas nem tão simples assim', 'Não tão complicado demais, mas nem tão simples assim']]",212,529268
"[['Eles querem que você se sinta mal', 'Pois assim eles se sentem bem'], ['Eu nasci pobre, mas não nasci otário', 'Eu é que não caio no conto do vigário', 'Eu tenho fé em Deus pra resolver qualquer parada', 'Chega com respeito na minha quebrada'], ['Eu não vim pra me explicar', 'Eu vim pra confundir', 'Eu não vim pra me explicar'], ['Vem cá, seu cu de burro, eu vou te dar um esculacho', 'Sua atitude é de playboy porque sua vida é muito fácil', 'Vencer na vida no mundão é pra quem tem coragem', 'Um dia eu levo ela pra ver o pôr-do-Sol na laje'], ['Tamo aí na atividade!', 'Tamo aí na atividade!', 'Tamo aí na atividade!'], ['Me basta que venha do surf!', 'Me basta que venha do skate!', 'Basta que venha do coração!', 'Basta que venha da mente'], ['Me basta que venha do surf!', 'Me basta que venha do skate!', 'Basta que venha do coração!', 'Basta que venha da mente'], ['Eles são gente', 'Mas não são gente', 'Como a gente'], ['Eles são gente', 'Mas não são gente', 'Como a gente'], ['Meu estilo de vida', 'Liberta minha mente', 'Completamente louco', 'Mas um louco consciente'], ['Tamo aí na atividade!', 'Tamo aí na atividade!', 'Tamo aí na atividade!'], ['Agora sei', 'O quanto é precioso', 'O nosso tempo a gente tem', 'Que dar valor', 'Certas coisas', 'Não têm preço', 'O fato é que a gente', 'Tem que se preservar', 'Viver intensamente', 'Com a cabeça no lugar'], ['Não, eu não me sinto mal', 'Eu sobrevivo a todo lixo', 'Todo ódio, com amor', 'Eu sou o valor', 'Das coisas simples', 'Eu dou valor', 'Pras coisas simples', 'Eu'], ['Não, eu não me sinto mal', 'Eu quero mais é que eles queimem', 'Na fogueira das vaidades', 'Eu dou valor pras coisas simples', 'Eu sou o valor das coisas simples', 'Eu'], ['Mas, me diz então', 'O que da vida posso ter?', 'Como o mundo deve ser?', 'Com as balizas do nosso sistema'], ['Me diz então', 'O que da vida posso ter?', 'Eu tenho fé em Deus', 'Pra resolver qualquer problema'], ['Eu nasci pobre, mas não nasci otário', 'Eu é que não caio no conto do vigário', 'Eu tenho fé em Deus pra resolver qualquer parada', 'Chega com respeito na minha quebrada'], ['Tamo aí na atividade!', 'Tamo aí na atividade!', 'Tamo aí na atividade!'], ['Me basta que venha do surf!', 'Me basta que venha do skate!', 'Me basta que venha do coração', 'Basta que venha da mente'], ['Me basta que venha do surf!', 'Me basta que venha do skate!', 'Me basta que venha do coração', 'Basta que venha da mente'], ['Eles são gente', 'Mas não são gente', 'Como a gente'], ['Eles são gente', 'Mas não são gente', 'Como a gente'], ['Meu estilo de vida', 'Liberta minha mente', 'Eu sou completamente louco', 'Mas um louco consciente']]",234,1237326
